minute,original_velocity,filtered_velocity,prediction
1970-01-01 00:01:00,0.001022159626989746,0.001022159626989746,0
1970-01-01 00:02:00,-0.0018681682068725054,-0.0018681682068725054,0
1970-01-01 00:03:00,-0.00043565325729260317,-0.00043565325729260317,0
1970-01-01 00:04:00,-0.006881166219079608,-0.006881166219079608,0
1970-01-01 00:05:00,0.016592072021771955,0.016592072021771955,0
1970-01-01 00:06:00,-0.05560729455635279,-0.05560729455635279,0
1970-01-01 00:07:00,0.11144626488546445,0.11144626488546445,0
1970-01-01 00:08:00,-0.17829117645288886,-0.17829117645288886,0
1970-01-01 00:09:00,0.22112464039122162,0.22112464039122162,0
1970-01-01 00:10:00,-0.2738698008825102,-0.2738698008825102,0
1970-01-01 00:11:00,0.2623432158852845,0.2623432158852845,0
1970-01-01 00:12:00,-0.13279211109595937,-0.13279211109595937,0
1970-01-01 00:13:00,-0.01567333037473644,-0.01567333037473644,0
1970-01-01 00:14:00,0.04206962205039201,0.04206962205039201,0
1970-01-01 00:15:00,0.005576259139651248,0.005576259139651248,0
1970-01-01 00:16:00,-0.025114927741830217,-0.025114927741830217,0
1970-01-01 00:17:00,0.008092264512334739,0.008092264512334739,0
1970-01-01 00:18:00,-0.001210275069163529,-0.001210275069163529,0
1970-01-01 00:19:00,0.08224213824487628,0.08224213824487628,0
1970-01-01 00:20:00,-0.24440585881717666,-0.24440585881717666,0
1970-01-01 00:21:00,0.31826211278727384,0.31826211278727384,0
1970-01-01 00:22:00,-0.1665579611384092,-0.1665579611384092,0
1970-01-01 00:23:00,-0.04284398139539992,-0.04284398139539992,0
1970-01-01 00:24:00,0.05996289002929543,0.05996289002929543,0
1970-01-01 00:25:00,0.0444852621328502,0.0444852621328502,0
1970-01-01 00:26:00,-0.025903804269999546,-0.025903804269999546,0
1970-01-01 00:27:00,-0.10592636831133703,-0.10592636831133703,0
1970-01-01 00:28:00,0.1319195433019223,0.1319195433019223,0
1970-01-01 00:29:00,-0.027009570289520373,-0.027009570289520373,0
1970-01-01 00:30:00,-0.07536047194242632,-0.07536047194242632,0
1970-01-01 00:31:00,0.11710655682964052,0.11710655682964052,0
1970-01-01 00:32:00,-0.1406569935716679,-0.1406569935716679,0
1970-01-01 00:33:00,0.19013799353058752,0.19013799353058752,0
1970-01-01 00:34:00,-0.2280801203597079,-0.2280801203597079,0
1970-01-01 00:35:00,0.13596946977789479,0.13596946977789479,0
1970-01-01 00:36:00,0.12289531575771422,0.12289531575771422,0
1970-01-01 00:37:00,-0.36292458937433714,-0.36292458937433714,0
1970-01-01 00:38:00,0.5790213941312139,0.5790213941312139,0
1970-01-01 00:39:00,-0.9170839418326341,-0.9170839418326341,0
1970-01-01 00:40:00,1.112358552400135,1.112358552400135,0
1970-01-01 00:41:00,-0.9181935961192367,-0.9181935961192367,0
1970-01-01 00:42:00,0.5357178909087904,0.5357178909087904,0
1970-01-01 00:43:00,-0.22125882751064807,-0.22125882751064807,0
1970-01-01 00:44:00,0.08444938212586192,0.08444938212586192,0
1970-01-01 00:45:00,-0.03945487750839892,-0.03945487750839892,0
1970-01-01 00:46:00,-0.043664109552315665,-0.043664109552315665,0
1970-01-01 00:47:00,0.1261954365165949,0.1261954365165949,0
1970-01-01 00:48:00,-0.11889339791807867,-0.11889339791807867,0
1970-01-01 00:49:00,0.034781565950373114,0.034781565950373114,0
1970-01-01 00:50:00,0.003951064936777902,0.003951064936777902,0
1970-01-01 00:51:00,0.08390594078129236,0.08390594078129236,0
