minute,original_velocity,filtered_velocity,prediction
1970-01-01 00:01:00,-1.5234174788893232e-18,-1.5234174788893232e-18,0
1970-01-01 00:02:00,-3.7019014045409434e-17,-3.7019014045409434e-17,0
1970-01-01 00:03:00,3.848368220784524e-17,3.848368220784524e-17,0
1970-01-01 00:04:00,1.3787021406571534e-16,1.3787021406571534e-16,0
1970-01-01 00:05:00,-1.2888555885450437e-15,-1.2888555885450437e-15,0
1970-01-01 00:06:00,1.3842307714742679e-15,1.3842307714742679e-15,1
1970-01-01 00:07:00,2.802168447054634e-16,2.802168447054634e-16,0
1970-01-01 00:08:00,1.7370230663389025e-15,1.7370230663389025e-15,1
1970-01-01 00:09:00,-4.686894200475914e-15,-4.686894200475914e-15,1
1970-01-01 00:10:00,2.778306867843359e-15,2.778306867843359e-15,1
1970-01-01 00:11:00,-2.7947540585231656e-15,-2.7947540585231656e-15,0
1970-01-01 00:12:00,-2.0737530735826748e-17,-2.0737530735826748e-17,0
1970-01-01 00:13:00,2.8190449498973266e-15,2.8190449498973266e-15,0
1970-01-01 00:14:00,-1.5299850836162176e-14,-1.5299850836162176e-14,0
1970-01-01 00:15:00,3.139177522344647e-14,3.139177522344647e-14,0
1970-01-01 00:16:00,-4.039413396773575e-14,-4.039413396773575e-14,0
1970-01-01 00:17:00,2.7649897715071175e-14,2.7649897715071175e-14,0
1970-01-01 00:18:00,-1.519993080820455e-14,-1.519993080820455e-14,0
1970-01-01 00:19:00,3.624043390624927e-14,3.624043390624927e-14,0
1970-01-01 00:20:00,-5.5178795788556494e-14,-5.5178795788556494e-14,0
1970-01-01 00:21:00,4.125251256972856e-14,4.125251256972856e-14,0
1970-01-01 00:22:00,3.646618794614157e-14,3.646618794614157e-14,0
1970-01-01 00:23:00,8.969613956228796e-15,8.969613956228796e-15,0
1970-01-01 00:24:00,-1.3400126423554261e-14,-1.3400126423554261e-14,0
1970-01-01 00:25:00,-4.939617652361235e-14,-4.939617652361235e-14,0
1970-01-01 00:26:00,2.5099578531046743e-14,2.5099578531046743e-14,0
1970-01-01 00:27:00,-5.33587941256255e-14,-5.33587941256255e-14,0
1970-01-01 00:28:00,9.754615589055986e-14,9.754615589055986e-14,0
