minute,original_velocity,filtered_velocity,prediction
1970-01-01 00:01:00,-5.893358001790631e-18,-5.893358001790631e-18,0
1970-01-01 00:02:00,6.182439959399465e-17,6.182439959399465e-17,0
1970-01-01 00:03:00,-1.667722363516266e-16,-1.667722363516266e-16,0
1970-01-01 00:04:00,2.3451959159208045e-16,2.3451959159208045e-16,0
1970-01-01 00:05:00,8.283228609232516e-17,8.283228609232516e-17,0
1970-01-01 00:06:00,5.911343019977795e-17,5.911343019977795e-17,0
1970-01-01 00:07:00,1.919768488104651e-16,1.919768488104651e-16,1
1970-01-01 00:08:00,-4.45422321233426e-15,-4.45422321233426e-15,1
1970-01-01 00:09:00,7.105690043740771e-15,7.105690043740771e-15,0
1970-01-01 00:10:00,-5.393389171152023e-15,-5.393389171152023e-15,1
1970-01-01 00:11:00,7.029308136649736e-15,7.029308136649736e-15,1
1970-01-01 00:12:00,-1.7286114708179598e-15,-1.7286114708179598e-15,0
1970-01-01 00:13:00,-1.9887557874741575e-14,-1.9887557874741575e-14,0
1970-01-01 00:14:00,3.4538861494090356e-14,3.4538861494090356e-14,0
1970-01-01 00:15:00,-1.8888930927470016e-14,-1.8888930927470016e-14,0
1970-01-01 00:16:00,-1.017057863244595e-14,-1.017057863244595e-14,0
1970-01-01 00:17:00,1.1032268007093896e-14,1.1032268007093896e-14,0
1970-01-01 00:18:00,2.643866421568131e-14,2.643866421568131e-14,0
1970-01-01 00:19:00,-1.4079535595467781e-14,-1.4079535595467781e-14,0
1970-01-01 00:20:00,-5.622460279720599e-15,-5.622460279720599e-15,0
1970-01-01 00:21:00,1.401530252464447e-14,1.401530252464447e-14,0
1970-01-01 00:22:00,3.1082545348457595e-15,3.1082545348457595e-15,0
1970-01-01 00:23:00,-6.626588625557726e-14,-6.626588625557726e-14,0
1970-01-01 00:24:00,1.260990266790644e-13,1.260990266790644e-13,0
1970-01-01 00:25:00,-1.3165890823122933e-13,-1.3165890823122933e-13,0
1970-01-01 00:26:00,9.817525435504505e-14,9.817525435504505e-14,0
1970-01-01 00:27:00,-1.7920816856027507e-13,-1.7920816856027507e-13,0
1970-01-01 00:28:00,2.392347049936082e-13,2.392347049936082e-13,0
1970-01-01 00:29:00,-2.350397642469888e-13,-2.350397642469888e-13,0
1970-01-01 00:30:00,9.340653991761346e-14,9.340653991761346e-14,0
1970-01-01 00:31:00,-4.233826295361919e-14,-4.233826295361919e-14,0
1970-01-01 00:32:00,1.687189043176876e-13,1.687189043176876e-13,0
1970-01-01 00:33:00,-9.35203606034302e-14,-9.35203606034302e-14,0
1970-01-01 00:34:00,4.0033478166534204e-14,4.0033478166534204e-14,0
1970-01-01 00:35:00,1.1681659712989752e-13,1.1681659712989752e-13,0
1970-01-01 00:36:00,-1.0022438300397209e-13,-1.0022438300397209e-13,0
1970-01-01 00:37:00,2.327823450738412e-13,2.327823450738412e-13,0
1970-01-01 00:38:00,-5.073872728095895e-13,-5.073872728095895e-13,1
1970-01-01 00:39:00,6.054161587462418e-13,6.054161587462418e-13,1
1970-01-01 00:40:00,-3.965387046451781e-13,-3.965387046451781e-13,1
1970-01-01 00:41:00,1.2593497102610326e-14,1.2593497102610326e-14,1
1970-01-01 00:42:00,-8.143597998850581e-14,-8.143597998850581e-14,0
1970-01-01 00:43:00,5.4629810910347005e-14,5.4629810910347005e-14,0
1970-01-01 00:44:00,-7.039250233345136e-14,-7.039250233345136e-14,0
1970-01-01 00:45:00,4.308904160227033e-13,4.308904160227033e-13,1
1970-01-01 00:46:00,1.0708042488309421e-13,1.0708042488309421e-13,1
1970-01-01 00:47:00,-6.404332593819956e-13,-6.404332593819956e-13,1
1970-01-01 00:48:00,2.1370285903380405e-13,2.1370285903380405e-13,1
1970-01-01 00:49:00,-1.0171345537147731e-12,-1.0171345537147731e-12,1
1970-01-01 00:50:00,1.717249216973924e-13,1.717249216973924e-13,0
1970-01-01 00:51:00,1.1104567607817318e-12,1.1104567607817318e-12,0
1970-01-01 00:52:00,-1.1428038671427996e-13,-1.1428038671427996e-13,0
1970-01-01 00:53:00,-4.348659391754172e-13,-4.348659391754172e-13,1
1970-01-01 00:54:00,4.585808888851186e-13,4.585808888851186e-13,0
1970-01-01 00:55:00,-7.361144983598731e-13,-7.361144983598731e-13,1
1970-01-01 00:56:00,4.908615605466847e-13,4.908615605466847e-13,1
1970-01-01 00:57:00,1.3942633684202519e-15,1.3942633684202519e-15,0
1970-01-01 00:58:00,6.562858915989843e-13,6.562858915989843e-13,0
1970-01-01 00:59:00,-9.166249808519214e-13,-9.166249808519214e-13,0
1970-01-01 01:00:00,1.1531451746044774e-12,1.1531451746044774e-12,0
1970-01-01 01:01:00,-4.71662562728245e-13,-4.71662562728245e-13,0
1970-01-01 01:02:00,1.180516216219666e-13,1.180516216219666e-13,1
1970-01-01 01:03:00,-9.574303292515693e-13,-9.574303292515693e-13,0
1970-01-01 01:04:00,7.869968890710997e-13,7.869968890710997e-13,1
1970-01-01 01:05:00,1.41607948397074e-12,1.41607948397074e-12,1
1970-01-01 01:06:00,-2.630523729586763e-12,-2.630523729586763e-12,0
