minute,original_velocity,filtered_velocity,prediction
1970-01-01 00:01:00,-1.859229543087137e-17,-1.859229543087137e-17,0
1970-01-01 00:02:00,-8.978508957366851e-17,-8.978508957366851e-17,0
1970-01-01 00:03:00,2.1673019668054962e-16,2.1673019668054962e-16,0
1970-01-01 00:04:00,-2.0555865761541785e-16,-2.0555865761541785e-16,0
1970-01-01 00:05:00,2.298038907441346e-16,2.298038907441346e-16,0
1970-01-01 00:06:00,-1.6921955799526576e-16,-1.6921955799526576e-16,0
1970-01-01 00:07:00,2.5670179864174122e-17,2.5670179864174122e-17,0
1970-01-01 00:08:00,-7.082521012484062e-17,-7.082521012484062e-17,0
1970-01-01 00:09:00,-6.03982511525038e-17,-6.03982511525038e-17,0
1970-01-01 00:10:00,2.2428353271771193e-16,2.2428353271771193e-16,0
1970-01-01 00:11:00,-1.7387179185228623e-16,-1.7387179185228623e-16,0
1970-01-01 00:12:00,1.7157687045269564e-16,1.7157687045269564e-16,0
1970-01-01 00:13:00,-8.138452636557462e-17,-8.138452636557462e-17,0
1970-01-01 00:14:00,-1.2037702282152675e-16,-1.2037702282152675e-16,0
1970-01-01 00:15:00,-4.123718998892181e-17,-4.123718998892181e-17,0
1970-01-01 00:16:00,1.5959172035039013e-16,1.5959172035039013e-16,0
1970-01-01 00:17:00,-3.6737317374352635e-17,-3.6737317374352635e-17,0
1970-01-01 00:18:00,-3.352528502143862e-16,-3.352528502143862e-16,0
1970-01-01 00:19:00,6.189810487528234e-16,6.189810487528234e-16,0
1970-01-01 00:20:00,-3.8289455108360445e-16,-3.8289455108360445e-16,0
1970-01-01 00:21:00,9.989219562023033e-17,9.989219562023033e-17,0
1970-01-01 00:22:00,1.2986318663965582e-16,1.2986318663965582e-16,0
1970-01-01 00:23:00,-1.1592174153607094e-16,-1.1592174153607094e-16,0
1970-01-01 00:24:00,8.564193325555623e-17,8.564193325555623e-17,0
1970-01-01 00:25:00,-6.436199123269238e-17,-6.436199123269238e-17,0
1970-01-01 00:26:00,-1.124590480730967e-17,-1.124590480730967e-17,0
1970-01-01 00:27:00,1.090583124492961e-15,1.090583124492961e-15,0
1970-01-01 00:28:00,-1.1186108049034007e-15,-1.1186108049034007e-15,1
1970-01-01 00:29:00,-1.999359329546472e-15,-1.999359329546472e-15,1
1970-01-01 00:30:00,3.4310657788332928e-15,3.4310657788332928e-15,1
1970-01-01 00:31:00,-6.467955831508847e-16,-6.467955831508847e-16,1
1970-01-01 00:32:00,-2.600454103080325e-15,-2.600454103080325e-15,0
1970-01-01 00:33:00,2.08583460457966e-14,2.08583460457966e-14,0
1970-01-01 00:34:00,-5.293600070078012e-14,-5.293600070078012e-14,0
1970-01-01 00:35:00,3.367354419421941e-14,3.367354419421941e-14,0
1970-01-01 00:36:00,9.77892375044231e-15,9.77892375044231e-15,0
1970-01-01 00:37:00,1.1450301594717133e-14,1.1450301594717133e-14,0
1970-01-01 00:38:00,-2.9210842123298615e-14,-2.9210842123298615e-14,0
1970-01-01 00:39:00,8.619771419925591e-14,8.619771419925591e-14,0
1970-01-01 00:40:00,-6.168703158547547e-14,-6.168703158547547e-14,0
1970-01-01 00:41:00,-9.46119727532404e-15,-9.46119727532404e-15,0
1970-01-01 00:42:00,-1.7723969913393755e-14,-1.7723969913393755e-14,0
1970-01-01 00:43:00,-2.5832070961666237e-14,-2.5832070961666237e-14,0
1970-01-01 00:44:00,3.9810916148476574e-14,3.9810916148476574e-14,0
1970-01-01 00:45:00,1.8845745005565555e-14,1.8845745005565555e-14,0
1970-01-01 00:46:00,1.348320283887202e-14,1.348320283887202e-14,0
1970-01-01 00:47:00,5.912184995236419e-15,5.912184995236419e-15,0
1970-01-01 00:48:00,-1.7799998127576442e-14,-1.7799998127576442e-14,0
1970-01-01 00:49:00,-4.5039664643834823e-14,-4.5039664643834823e-14,0
